transaction_id,customer_id,merchant_id,currency,status,timestamp,account_created_at,billing_country,scenario,is_fraud,amount,shipping_country,device_id,ip_address,transaction_hour,transaction_day_of_week,is_weekend,amount_log,customer_velocity_5m,customer_velocity_1h,customer_velocity_24h,device_velocity_5m,device_velocity_1h,ip_velocity_5m,ip_velocity_1h,failed_attempts_1h,customer_avg_amount,customer_amount_deviation,billing_shipping_mismatch,previous_country,country_changed,previous_transaction_time,minutes_since_previous_transaction,device_customer_count,ip_customer_count,customer_device_count,customer_ip_count,shared_device_flag,shared_ip_flag,rule_risk_score,rule_risk_flag,rule_risk_level,risk_reasons,rule_signal_count
txn_dd373991baa3,cust_e72e7f00b011,merch_25,USD,success,2026-08-05 00:42:15.298086,2025-10-06T15:06:37.298086,FR,legitimate,0,111.85,FR,dev_2fca952e3623,41.223.172.42,0,2,0,4.726059503263545,0,0,0,0,0,0,0,0,111.85,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_6bf961412687,cust_3bebf7b7a5b8,merch_8,USD,success,2026-08-05 00:45:03.298086,2025-10-17T01:06:37.298086,IN,legitimate,0,6.65,IN,dev_89e5d4ac0974,89.84.225.159,0,2,0,2.0347056478384444,0,0,0,0,0,0,0,0,6.65,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_e49fa4784aa1,cust_4af40fb30344,merch_43,USD,success,2026-08-05 00:46:06.298086,2025-11-30T19:06:37.298086,JP,legitimate,0,187.92,JP,dev_98523df65cc2,17.70.138.31,0,2,0,5.241323645027916,0,0,1,0,0,0,0,0,85.92,1.1871508379888267,0,JP,0,2026-08-04 23:03:45.298086,102.35,1,1,1,1,1,1,0.0,0,low,[],0
txn_f383121d8742,cust_fc81df20a609,merch_25,USD,success,2026-08-05 00:48:30.298086,2025-11-05T22:06:37.298086,US,legitimate,0,46.26,US,dev_27e8145d7b5c,160.11.157.74,0,2,0,3.8556642717587617,0,0,1,0,0,0,0,0,1171.95,0.9605273262511199,0,US,0,2026-08-04 22:10:36.298086,157.9,0,0,1,1,0,0,0.0,0,low,[],0
txn_76c58b07e3f7,cust_23b78c7d6a4b,merch_5,USD,success,2026-08-05 00:54:56.298086,2026-07-31T01:06:37.298086,AU,legitimate,0,80.1,AU,dev_a31b2b4e99cb,120.219.53.173,0,2,0,4.395682961121367,0,0,0,0,0,0,0,0,80.1,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_9f391f041d39,cust_f3506afd6971,merch_23,USD,success,2026-08-05 00:55:48.298086,2026-07-03T09:06:37.298086,IN,legitimate,0,295.44,IN,dev_2272460d1b1a,138.29.253.118,0,2,0,5.691844837083158,0,0,0,0,0,0,0,0,295.44,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_b659b9325fb6,cust_a99ca6788d3b,merch_34,USD,success,2026-08-05 01:00:31.298086,2026-02-28T23:06:37.298086,JP,legitimate,0,137.46,JP,dev_1a29ff2e85ba,27.98.206.43,1,2,0,4.9305814752498796,0,0,0,0,0,0,0,0,137.46,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_7ed28f1ef733,cust_82867ee1c998,merch_33,USD,success,2026-08-05 01:03:19.298086,2026-03-09T18:06:37.298086,JP,legitimate,0,89.21,JP,dev_2f5dad0519ad,36.122.115.106,1,2,0,4.502140285668547,0,0,0,0,0,0,0,0,89.21,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_238ffecec7ae,cust_29b0e76bad32,merch_3,USD,success,2026-08-05 01:06:46.298086,2025-09-17T15:06:37.298086,DE,account_takeover,0,336.91,DE,dev_f56238cb1b44,7.83.129.113,1,2,0,5.822779587836936,0,0,0,0,0,0,0,0,336.91,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_1e3a254ee8ff,cust_c53e86a9083b,merch_36,USD,success,2026-08-05 01:06:53.298086,2026-04-07T13:06:37.298086,IN,legitimate,0,274.45,IN,dev_c14a3bc23851,133.112.88.19,1,2,0,5.618406123918725,0,0,0,0,0,0,0,0,274.45,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_52ffa6aa51ea,cust_0244c51345ca,merch_34,USD,success,2026-08-05 01:07:13.298086,2026-07-12T18:06:37.298086,US,legitimate,0,171.7,IN,dev_0e12767d7c3e,71.232.224.186,1,2,0,5.1515559851526325,0,0,0,0,0,0,0,0,171.7,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_ccf26daad58b,cust_a1b4f81122bd,merch_32,USD,success,2026-08-05 01:07:46.298086,2026-06-03T21:06:37.298086,GB,legitimate,0,102.79,GB,dev_1141c4c18b6b,188.16.79.13,1,2,0,4.642369626977198,0,0,0,0,0,0,0,0,102.79,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_f9bddfba9dab,cust_fcaa870db691,merch_18,USD,success,2026-08-05 01:17:58.298086,2025-09-03T11:06:37.298086,DE,legitimate,0,41.09,DE,dev_67157255c8da,93.47.67.36,1,2,0,3.7398101827824792,0,0,0,0,0,0,0,0,41.09,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_e5dbaeafb175,cust_886971b514b0,merch_39,USD,success,2026-08-05 01:25:09.298086,2026-02-10T16:06:37.298086,JP,legitimate,0,29.6,JP,dev_36c34bf4bab1,135.250.184.120,1,2,0,3.4210000089583352,0,0,0,0,0,0,0,0,29.6,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_edc3758874cd,cust_ddd730cb0f46,merch_46,USD,success,2026-08-05 01:25:32.298086,2025-12-19T16:06:37.298086,DE,account_takeover,0,710.56,GB,dev_6e5ca5fd682d,61.218.175.194,1,2,0,6.567459742857069,0,0,0,0,0,0,0,0,710.56,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_b834bf084c74,cust_cbd44eee1d6a,merch_26,USD,success,2026-08-05 01:32:57.298086,2026-06-15T00:06:37.298086,DE,legitimate,0,36.53,DE,dev_b9e4a089497e,145.29.221.16,1,2,0,3.6251406131469297,0,0,0,0,0,0,0,0,36.53,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_c4a51d88bd55,cust_5a9c2721dd43,merch_15,USD,success,2026-08-05 01:33:09.298086,2026-01-02T01:06:37.298086,GB,legitimate,0,15.94,GB,dev_f483c728b9f7,162.54.225.96,1,2,0,2.8296776892239084,0,0,0,0,0,0,0,0,15.94,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_c26fd1c01f29,cust_3c3795222ceb,merch_10,USD,success,2026-08-05 01:37:58.298086,2026-06-05T20:06:37.298086,JP,legitimate,0,202.34,JP,dev_158b0ee4576c,202.172.86.30,1,2,0,5.314879454847015,0,0,0,0,0,0,0,0,202.34,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_f8b846feaf19,cust_9b86bf7590df,merch_14,USD,success,2026-08-05 01:53:12.298086,2026-05-28T23:06:37.298086,CA,legitimate,0,174.95,CA,dev_c81a4570fafe,55.134.30.201,1,2,0,5.170199863767594,0,0,0,0,0,0,0,0,174.95,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_a51771b3090b,cust_b7ae6d4a3f0e,merch_42,USD,success,2026-08-05 01:58:28.298086,2025-09-07T11:06:37.298086,DE,legitimate,0,335.43,DE,dev_7ad664e60f8e,49.17.243.170,1,2,0,5.818390103670691,0,0,0,0,0,0,0,0,335.43,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_b3b3c639379d,cust_8527fdbc395f,merch_50,USD,success,2026-08-05 01:59:00.298086,2026-03-15T16:06:37.298086,CA,legitimate,0,260.65,CA,dev_e28312f4d474,163.150.126.96,1,2,0,5.567007732818217,0,0,0,0,0,0,0,0,260.65,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_4e499c7d3534,cust_22449de26af0,merch_37,USD,success,2026-08-05 02:04:45.298086,2026-07-03T09:06:37.298086,CA,legitimate,0,73.39,CA,dev_8604a353df3b,169.55.11.192,2,2,0,4.30932152420325,0,0,0,0,0,0,0,0,73.39,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_ece26130915c,cust_6d720455b38b,merch_13,USD,success,2026-08-05 02:06:07.298086,2026-05-10T23:06:37.298086,GB,legitimate,0,23.34,GB,dev_47adc9989fb1,170.103.145.113,2,2,0,3.1921210875593813,0,0,0,0,0,0,0,0,23.34,0.0,0,,0,,-1.0,0,1,0,0,0,1,0.0,0,low,[],0
txn_988ac94a302e,cust_bad06845a49b,merch_15,USD,success,2026-08-05 02:10:57.298086,2026-02-07T04:06:37.298086,GB,legitimate,0,93.7,GB,dev_d80240b23657,62.34.12.22,2,2,0,4.550714000192032,0,0,0,0,0,0,0,0,93.7,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_654c9188ce47,cust_3d010386e588,merch_20,USD,success,2026-08-05 02:13:36.298086,2026-03-08T08:06:37.298086,JP,legitimate,0,67.56,JP,dev_8dcbe0833c03,162.87.247.89,2,2,0,4.227709274289524,0,0,0,0,0,0,0,0,67.56,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_c3f9e52e4fcb,cust_6c2e3e2c9968,merch_40,USD,success,2026-08-05 02:18:17.298086,2026-04-14T03:06:37.298086,GB,legitimate,0,22.65,CA,dev_396cfc5d7430,40.188.141.124,2,2,0,3.1633631149379418,0,0,0,0,0,0,0,0,22.65,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_1151fa737020,cust_84dac2725f24,merch_50,USD,success,2026-08-05 02:34:01.298086,2026-06-04T19:06:37.298086,IN,legitimate,0,299.93,IN,dev_90eb6e7fed30,19.34.17.124,2,2,0,5.706877679563504,0,0,0,0,0,0,0,0,299.93,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_c066d34a3be9,cust_1be6c21291f4,merch_40,USD,success,2026-08-05 02:43:51.298086,2025-12-16T06:06:37.298086,JP,legitimate,0,174.12,JP,dev_2e3cb7525b1f,185.156.61.114,2,2,0,5.165471453214607,0,0,0,0,0,0,0,0,174.12,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_b3bea1c152fe,cust_185542af619d,merch_40,USD,success,2026-08-05 02:55:10.298086,2026-03-24T20:06:37.298086,US,legitimate,0,349.83,DE,dev_484cfeafeb02,130.135.242.119,2,2,0,5.860301775655642,0,0,0,0,0,0,0,0,349.83,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_5a8f2baa80c6,cust_b3348ddf513f,merch_39,USD,success,2026-08-05 02:56:53.298086,2026-02-13T14:06:37.298086,JP,legitimate,0,118.88,DE,dev_f5b376d6350e,73.170.120.64,2,2,0,4.786491242448462,0,0,0,0,0,0,0,0,118.88,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_bfffa63e79c2,cust_e70e3c3f5399,merch_27,USD,success,2026-08-05 02:58:53.298086,2026-03-17T04:06:37.298086,DE,high_risk_transaction,0,1752.41,IN,dev_d80240b23657,174.107.142.27,2,2,0,7.469317742343423,0,0,0,0,1,0,0,0,1752.41,0.0,1,,0,,-1.0,1,0,0,0,1,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_241e622d9152,cust_a51c0560b8c0,merch_26,USD,success,2026-08-05 03:00:36.298086,2025-11-23T02:06:37.298086,GB,legitimate,0,111.18,GB,dev_4739a4224560,140.78.14.93,3,2,0,4.7201047240801906,0,0,0,0,0,0,0,0,111.18,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_ba16c51aec1a,cust_71c78c4f1806,merch_28,USD,success,2026-08-05 03:01:13.298086,2025-12-22T23:06:37.298086,FR,legitimate,0,193.59,FR,dev_306166ad6896,77.66.20.30,3,2,0,5.270894780970065,0,0,0,0,0,0,0,0,193.59,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_b60c05c68533,cust_532247893e6f,merch_37,USD,success,2026-08-05 03:03:03.298086,2026-05-21T03:06:37.298086,US,legitimate,0,219.0,US,dev_11c2bc5e4e7f,125.33.202.105,3,2,0,5.393627546352362,0,0,0,0,0,0,0,0,219.0,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_bf2be38ca901,cust_612a02ff670e,merch_41,USD,success,2026-08-05 03:05:49.298086,2025-10-10T21:06:37.298086,JP,legitimate,0,167.57,JP,dev_c629ee3bc28c,3.139.215.124,3,2,0,5.127351093792217,0,0,0,0,0,0,0,0,167.57,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_d7a2328fe505,cust_f4ae8012091d,merch_42,USD,success,2026-08-05 03:08:09.298086,2026-08-04T09:06:37.298086,GB,legitimate,0,209.92,GB,dev_6ef1fee4edea,48.81.217.65,3,2,0,5.351478914662269,0,0,0,0,0,0,0,0,209.92,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_1efdc12e3623,cust_afc3b02a663c,merch_27,USD,success,2026-08-05 03:10:13.298086,2025-12-09T15:06:37.298086,FR,legitimate,0,127.56,FR,dev_2cbef19de662,27.69.6.246,3,2,0,4.856395721429257,0,0,0,0,0,0,0,0,127.56,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_21dbb5705129,cust_2d4141cc7f66,merch_8,USD,success,2026-08-05 03:15:39.298086,2026-01-19T11:06:37.298086,JP,legitimate,0,178.15,JP,dev_0a4f714ce2ba,202.235.89.4,3,2,0,5.188223443750963,0,0,0,0,0,0,0,0,178.15,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_0bb4828976ee,cust_11dbffc2e6b1,merch_31,USD,success,2026-08-05 03:16:23.298086,2025-11-10T01:06:37.298086,FR,legitimate,0,291.6,FR,dev_bda946f740b6,19.179.94.203,3,2,0,5.678806488586024,0,0,0,0,0,0,0,0,291.6,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_77fd3d91fe9f,cust_8bd31dde04ea,merch_34,USD,success,2026-08-05 03:17:07.298086,2025-12-12T21:06:37.298086,FR,legitimate,0,271.3,CA,dev_68063320ae73,142.96.131.63,3,2,0,5.606904399679714,0,0,0,0,0,0,0,0,271.3,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_762ca19fb9c5,cust_84cd21ae6963,merch_26,USD,success,2026-08-05 03:38:00.298086,2026-05-29T14:06:37.298086,IN,legitimate,0,278.29,IN,dev_9e966c2c1e36,62.22.177.116,3,2,0,5.632250668514958,0,0,0,0,0,0,0,0,278.29,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_11d3c4dfe4ac,cust_6168d2e560e8,merch_18,USD,success,2026-08-05 03:39:38.298086,2026-05-04T16:06:37.298086,AU,legitimate,0,283.27,AU,dev_6ba51c3b5eea,30.5.116.147,3,2,0,5.64992449075352,0,0,0,0,0,0,0,0,283.27,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_5faa0972036f,cust_b67124c270d7,merch_35,USD,success,2026-08-05 03:39:48.298086,2026-04-13T21:06:37.298086,JP,legitimate,0,215.32,JP,dev_efda46183baa,183.56.60.76,3,2,0,5.3767587928545995,0,0,0,0,0,0,0,0,215.32,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_5abfbf1cad82,cust_e37a825fa43c,merch_10,USD,success,2026-08-05 03:44:12.298086,2026-03-29T01:06:37.298086,US,legitimate_unusual,0,675.79,IN,dev_b8ed006ac4f2,135.249.220.117,3,2,0,6.517361032769144,0,0,0,0,0,0,0,0,675.79,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_b1f8770b4b86,cust_7113cbdd30de,merch_14,USD,failed,2026-08-05 03:53:02.298086,2026-02-24T16:06:37.298086,JP,repeated_failures,0,87.28,JP,dev_5ba9ee653ecb,112.108.176.251,3,2,0,4.480513581388536,0,0,0,0,0,0,0,0,87.28,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_e7ce1ecefe19,cust_d403416c3e33,merch_35,USD,success,2026-08-05 03:54:11.298086,2026-06-16T04:06:37.298086,IN,legitimate,0,55.85,IN,dev_21ebe2355c9f,149.51.137.175,3,2,0,4.040416220196545,0,0,0,0,0,0,0,0,55.85,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_586152d0b752,cust_fe71fd43f97f,merch_4,USD,success,2026-08-05 03:55:28.298086,2025-10-29T07:06:37.298086,CA,legitimate,0,195.9,CA,dev_5fadf3e362ba,63.120.111.215,3,2,0,5.28269598564508,0,0,0,0,0,0,0,0,195.9,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_79b03f2ed7f4,cust_2d4141cc7f66,merch_24,USD,success,2026-08-05 04:00:27.298086,2026-01-19T11:06:37.298086,JP,legitimate,0,28.18,JP,dev_0a4f714ce2ba,202.235.89.4,4,2,0,3.3734835430946397,0,1,1,0,1,0,1,0,178.15,0.8418186921133876,0,JP,0,2026-08-05 03:15:39.298086,44.8,1,1,1,1,1,1,0.0,0,low,[],0
txn_c594fcadf3e7,cust_65a0e3405ef5,merch_45,USD,success,2026-08-05 04:05:48.298086,2026-07-03T08:06:37.298086,FR,legitimate,0,243.68,FR,dev_346fbceee353,106.166.12.101,4,2,0,5.499951234374364,0,0,0,0,0,0,0,0,243.68,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_505936042f07,cust_a9d6f1e1f3f7,merch_42,USD,success,2026-08-05 04:06:06.298086,2025-12-07T16:06:37.298086,IN,legitimate_unusual,0,633.41,IN,dev_ba64d0e7bd23,51.55.134.218,4,2,0,6.452695433122003,0,0,0,0,0,0,0,0,633.41,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_176830a447e1,cust_4e622d4fd5e7,merch_28,USD,success,2026-08-05 04:11:43.298086,2025-10-02T01:06:37.298086,FR,high_risk_transaction,0,550.5,DE,dev_cff6d6609e64,81.212.15.199,4,2,0,6.312641838693557,0,0,0,0,0,0,0,0,550.5,0.0,1,,0,,-1.0,0,0,0,0,0,0,0.05,0,low,['Billing and shipping country mismatch'],1
txn_8e9afcb46d50,cust_e52cf2b2b787,merch_37,USD,success,2026-08-05 04:15:48.298086,2026-06-21T13:06:37.298086,CA,legitimate,0,328.17,CA,dev_c8e783ec14bb,125.1.111.247,4,2,0,5.796574334638172,0,0,0,0,0,0,0,0,328.17,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_863170d71549,cust_6a66e6a8c29d,merch_4,USD,success,2026-08-05 04:23:01.298086,2025-09-08T21:06:37.298086,GB,high_risk_transaction,0,1317.49,GB,dev_6f406f72f4d6,145.241.161.162,4,2,0,7.184242421388395,0,0,0,0,0,0,0,0,1317.49,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_91ae0af593f9,cust_cfa335becea5,merch_49,USD,success,2026-08-05 04:24:10.298086,2025-10-19T07:06:37.298086,IN,legitimate,0,297.96,IN,dev_67050527f14d,82.231.127.86,4,2,0,5.700309785177228,0,0,0,0,0,0,0,0,297.96,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
txn_a16876db3118,cust_56527e2f1b87,merch_31,USD,success,2026-08-05 04:36:06.298086,2026-05-05T23:06:37.298086,IN,legitimate,0,97.51,IN,dev_bca2c7fdb323,192.40.29.231,4,2,0,4.590158065867588,0,0,0,0,0,0,0,0,97.51,0.0,0,,0,,-1.0,0,0,0,0,0,0,0.0,0,low,[],0
